Medium,Transport Type,Vehicle Type,Drive,Year,Economy,Scenario
road,passenger,bus,g,2027,16_RUS,Carbon Neutral
road,passenger,bus,lpg,2027,16_RUS,Carbon Neutral
road,passenger,lt,bev,2027,16_RUS,Carbon Neutral
road,passenger,lt,cng,2027,16_RUS,Carbon Neutral
road,passenger,lt,d,2027,16_RUS,Carbon Neutral
road,passenger,lt,fcev,2027,16_RUS,Carbon Neutral
road,passenger,lt,g,2027,16_RUS,Carbon Neutral
road,passenger,lt,lpg,2027,16_RUS,Carbon Neutral
road,passenger,lt,phevg,2027,16_RUS,Carbon Neutral
road,passenger,lv,bev,2027,16_RUS,Carbon Neutral
road,passenger,lv,cng,2027,16_RUS,Carbon Neutral
road,passenger,lv,d,2027,16_RUS,Carbon Neutral
road,passenger,lv,fcev,2027,16_RUS,Carbon Neutral
road,passenger,lv,g,2027,16_RUS,Carbon Neutral
road,passenger,lv,lpg,2027,16_RUS,Carbon Neutral
road,passenger,lv,phevg,2027,16_RUS,Carbon Neutral
ship,freight,ship,ship,2027,16_RUS,Carbon Neutral
ship,passenger,ship,ship,2027,16_RUS,Carbon Neutral
road,freight,ht,phevd,2027,16_RUS,Carbon Neutral
road,passenger,bus,phevd,2027,16_RUS,Carbon Neutral
air,freight,air,air,2027,16_RUS,Reference
air,passenger,air,air,2027,16_RUS,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,16_RUS,Reference
rail,freight,rail,rail,2027,16_RUS,Reference
rail,passenger,rail,rail,2027,16_RUS,Reference
road,freight,ht,bev,2027,16_RUS,Reference
road,freight,ht,cng,2027,16_RUS,Reference
road,freight,ht,d,2027,16_RUS,Reference
road,freight,ht,fcev,2027,16_RUS,Reference
road,freight,ht,g,2027,16_RUS,Reference
road,freight,ht,lpg,2027,16_RUS,Reference
road,freight,lt,bev,2027,16_RUS,Reference
road,freight,lt,cng,2027,16_RUS,Reference
road,freight,lt,d,2027,16_RUS,Reference
road,freight,lt,fcev,2027,16_RUS,Reference
road,freight,lt,g,2027,16_RUS,Reference
road,freight,lt,lpg,2027,16_RUS,Reference
road,freight,lt,phevg,2027,16_RUS,Reference
road,passenger,2w,bev,2027,16_RUS,Reference
road,passenger,2w,g,2027,16_RUS,Reference
road,passenger,bus,bev,2027,16_RUS,Reference
road,passenger,bus,cng,2027,16_RUS,Reference
road,passenger,bus,d,2027,16_RUS,Reference
road,passenger,bus,fcev,2027,16_RUS,Reference
road,passenger,bus,g,2027,16_RUS,Reference
road,passenger,bus,lpg,2027,16_RUS,Reference
road,passenger,lt,bev,2027,16_RUS,Reference
road,passenger,lt,cng,2027,16_RUS,Reference
road,passenger,lt,d,2027,16_RUS,Reference
road,passenger,lt,fcev,2027,16_RUS,Reference
road,passenger,lt,g,2027,16_RUS,Reference
road,passenger,lt,lpg,2027,16_RUS,Reference
road,passenger,lt,phevg,2027,16_RUS,Reference
road,passenger,lv,bev,2027,16_RUS,Reference
road,passenger,lv,cng,2027,16_RUS,Reference
road,passenger,lv,d,2027,16_RUS,Reference
road,passenger,lv,fcev,2027,16_RUS,Reference
road,passenger,lv,g,2027,16_RUS,Reference
road,passenger,lv,lpg,2027,16_RUS,Reference
road,passenger,lv,phevg,2027,16_RUS,Reference
ship,freight,ship,ship,2027,16_RUS,Reference
ship,passenger,ship,ship,2027,16_RUS,Reference
road,freight,ht,phevd,2027,16_RUS,Reference
road,passenger,bus,phevd,2027,16_RUS,Reference
air,freight,air,air,2027,17_SIN,Carbon Neutral
air,passenger,air,air,2027,17_SIN,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,17_SIN,Carbon Neutral
rail,freight,rail,rail,2027,17_SIN,Carbon Neutral
rail,passenger,rail,rail,2027,17_SIN,Carbon Neutral
road,freight,ht,bev,2027,17_SIN,Carbon Neutral
road,freight,ht,cng,2027,17_SIN,Carbon Neutral
road,freight,ht,d,2027,17_SIN,Carbon Neutral
road,freight,ht,fcev,2027,17_SIN,Carbon Neutral
road,freight,ht,g,2027,17_SIN,Carbon Neutral
road,freight,ht,lpg,2027,17_SIN,Carbon Neutral
road,freight,lt,bev,2027,17_SIN,Carbon Neutral
road,freight,lt,cng,2027,17_SIN,Carbon Neutral
road,freight,lt,d,2027,17_SIN,Carbon Neutral
road,freight,lt,fcev,2027,17_SIN,Carbon Neutral
road,freight,lt,g,2027,17_SIN,Carbon Neutral
road,freight,lt,lpg,2027,17_SIN,Carbon Neutral
road,freight,lt,phevg,2027,17_SIN,Carbon Neutral
road,passenger,2w,bev,2027,17_SIN,Carbon Neutral
road,passenger,2w,g,2027,17_SIN,Carbon Neutral
road,passenger,bus,bev,2027,17_SIN,Carbon Neutral
road,passenger,bus,cng,2027,17_SIN,Carbon Neutral
road,passenger,bus,d,2027,17_SIN,Carbon Neutral
road,passenger,bus,fcev,2027,17_SIN,Carbon Neutral
road,passenger,bus,g,2027,17_SIN,Carbon Neutral
road,passenger,bus,lpg,2027,17_SIN,Carbon Neutral
road,passenger,lt,bev,2027,17_SIN,Carbon Neutral
road,passenger,lt,cng,2027,17_SIN,Carbon Neutral
road,passenger,lt,d,2027,17_SIN,Carbon Neutral
road,passenger,lt,fcev,2027,17_SIN,Carbon Neutral
road,passenger,lt,g,2027,17_SIN,Carbon Neutral
road,passenger,lt,lpg,2027,17_SIN,Carbon Neutral
road,passenger,lt,phevg,2027,17_SIN,Carbon Neutral
road,passenger,lv,bev,2027,17_SIN,Carbon Neutral
road,passenger,lv,cng,2027,17_SIN,Carbon Neutral
road,passenger,lv,d,2027,17_SIN,Carbon Neutral
road,passenger,lv,fcev,2027,17_SIN,Carbon Neutral
road,passenger,lv,g,2027,17_SIN,Carbon Neutral
road,passenger,lv,lpg,2027,17_SIN,Carbon Neutral
road,passenger,lv,phevg,2027,17_SIN,Carbon Neutral
ship,freight,ship,ship,2027,17_SIN,Carbon Neutral
ship,passenger,ship,ship,2027,17_SIN,Carbon Neutral
road,freight,ht,phevd,2027,17_SIN,Carbon Neutral
road,passenger,bus,phevd,2027,17_SIN,Carbon Neutral
air,freight,air,air,2027,17_SIN,Reference
air,passenger,air,air,2027,17_SIN,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,17_SIN,Reference
rail,freight,rail,rail,2027,17_SIN,Reference
rail,passenger,rail,rail,2027,17_SIN,Reference
road,freight,ht,bev,2027,17_SIN,Reference
road,freight,ht,cng,2027,17_SIN,Reference
road,freight,ht,d,2027,17_SIN,Reference
road,freight,ht,fcev,2027,17_SIN,Reference
road,freight,ht,g,2027,17_SIN,Reference
road,freight,ht,lpg,2027,17_SIN,Reference
road,freight,lt,bev,2027,17_SIN,Reference
road,freight,lt,cng,2027,17_SIN,Reference
road,freight,lt,d,2027,17_SIN,Reference
road,freight,lt,fcev,2027,17_SIN,Reference
road,freight,lt,g,2027,17_SIN,Reference
road,freight,lt,lpg,2027,17_SIN,Reference
road,freight,lt,phevg,2027,17_SIN,Reference
road,passenger,2w,bev,2027,17_SIN,Reference
road,passenger,2w,g,2027,17_SIN,Reference
road,passenger,bus,bev,2027,17_SIN,Reference
road,passenger,bus,cng,2027,17_SIN,Reference
road,passenger,bus,d,2027,17_SIN,Reference
road,passenger,bus,fcev,2027,17_SIN,Reference
road,passenger,bus,g,2027,17_SIN,Reference
road,passenger,bus,lpg,2027,17_SIN,Reference
road,passenger,lt,bev,2027,17_SIN,Reference
road,passenger,lt,cng,2027,17_SIN,Reference
road,passenger,lt,d,2027,17_SIN,Reference
road,passenger,lt,fcev,2027,17_SIN,Reference
road,passenger,lt,g,2027,17_SIN,Reference
road,passenger,lt,lpg,2027,17_SIN,Reference
road,passenger,lt,phevg,2027,17_SIN,Reference
road,passenger,lv,bev,2027,17_SIN,Reference
road,passenger,lv,cng,2027,17_SIN,Reference
road,passenger,lv,d,2027,17_SIN,Reference
road,passenger,lv,fcev,2027,17_SIN,Reference
road,passenger,lv,g,2027,17_SIN,Reference
road,passenger,lv,lpg,2027,17_SIN,Reference
road,passenger,lv,phevg,2027,17_SIN,Reference
ship,freight,ship,ship,2027,17_SIN,Reference
ship,passenger,ship,ship,2027,17_SIN,Reference
road,freight,ht,phevd,2027,17_SIN,Reference
road,passenger,bus,phevd,2027,17_SIN,Reference
air,freight,air,air,2027,18_CT,Carbon Neutral
air,passenger,air,air,2027,18_CT,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,18_CT,Carbon Neutral
rail,freight,rail,rail,2027,18_CT,Carbon Neutral
rail,passenger,rail,rail,2027,18_CT,Carbon Neutral
road,freight,ht,bev,2027,18_CT,Carbon Neutral
road,freight,ht,cng,2027,18_CT,Carbon Neutral
road,freight,ht,d,2027,18_CT,Carbon Neutral
road,freight,ht,fcev,2027,18_CT,Carbon Neutral
road,freight,ht,g,2027,18_CT,Carbon Neutral
road,freight,ht,lpg,2027,18_CT,Carbon Neutral
road,freight,lt,bev,2027,18_CT,Carbon Neutral
road,freight,lt,cng,2027,18_CT,Carbon Neutral
road,freight,lt,d,2027,18_CT,Carbon Neutral
road,freight,lt,fcev,2027,18_CT,Carbon Neutral
road,freight,lt,g,2027,18_CT,Carbon Neutral
road,freight,lt,lpg,2027,18_CT,Carbon Neutral
road,freight,lt,phevg,2027,18_CT,Carbon Neutral
road,passenger,2w,bev,2027,18_CT,Carbon Neutral
road,passenger,2w,g,2027,18_CT,Carbon Neutral
road,passenger,bus,bev,2027,18_CT,Carbon Neutral
road,passenger,bus,cng,2027,18_CT,Carbon Neutral
road,passenger,bus,d,2027,18_CT,Carbon Neutral
road,passenger,bus,fcev,2027,18_CT,Carbon Neutral
road,passenger,bus,g,2027,18_CT,Carbon Neutral
road,passenger,bus,lpg,2027,18_CT,Carbon Neutral
road,passenger,lt,bev,2027,18_CT,Carbon Neutral
road,passenger,lt,cng,2027,18_CT,Carbon Neutral
road,passenger,lt,d,2027,18_CT,Carbon Neutral
road,passenger,lt,fcev,2027,18_CT,Carbon Neutral
road,passenger,lt,g,2027,18_CT,Carbon Neutral
road,passenger,lt,lpg,2027,18_CT,Carbon Neutral
road,passenger,lt,phevg,2027,18_CT,Carbon Neutral
road,passenger,lv,bev,2027,18_CT,Carbon Neutral
road,passenger,lv,cng,2027,18_CT,Carbon Neutral
road,passenger,lv,d,2027,18_CT,Carbon Neutral
road,passenger,lv,fcev,2027,18_CT,Carbon Neutral
road,passenger,lv,g,2027,18_CT,Carbon Neutral
road,passenger,lv,lpg,2027,18_CT,Carbon Neutral
road,passenger,lv,phevg,2027,18_CT,Carbon Neutral
ship,freight,ship,ship,2027,18_CT,Carbon Neutral
ship,passenger,ship,ship,2027,18_CT,Carbon Neutral
road,freight,ht,phevd,2027,18_CT,Carbon Neutral
road,passenger,bus,phevd,2027,18_CT,Carbon Neutral
air,freight,air,air,2027,18_CT,Reference
air,passenger,air,air,2027,18_CT,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,18_CT,Reference
rail,freight,rail,rail,2027,18_CT,Reference
rail,passenger,rail,rail,2027,18_CT,Reference
road,freight,ht,bev,2027,18_CT,Reference
road,freight,ht,cng,2027,18_CT,Reference
road,freight,ht,d,2027,18_CT,Reference
road,freight,ht,fcev,2027,18_CT,Reference
road,freight,ht,g,2027,18_CT,Reference
road,freight,ht,lpg,2027,18_CT,Reference
road,freight,lt,bev,2027,18_CT,Reference
road,freight,lt,cng,2027,18_CT,Reference
road,freight,lt,d,2027,18_CT,Reference
road,freight,lt,fcev,2027,18_CT,Reference
road,freight,lt,g,2027,18_CT,Reference
road,freight,lt,lpg,2027,18_CT,Reference
road,freight,lt,phevg,2027,18_CT,Reference
road,passenger,2w,bev,2027,18_CT,Reference
road,passenger,2w,g,2027,18_CT,Reference
road,passenger,bus,bev,2027,18_CT,Reference
road,passenger,bus,cng,2027,18_CT,Reference
road,passenger,bus,d,2027,18_CT,Reference
road,passenger,bus,fcev,2027,18_CT,Reference
road,passenger,bus,g,2027,18_CT,Reference
road,passenger,bus,lpg,2027,18_CT,Reference
road,passenger,lt,bev,2027,18_CT,Reference
road,passenger,lt,cng,2027,18_CT,Reference
road,passenger,lt,d,2027,18_CT,Reference
road,passenger,lt,fcev,2027,18_CT,Reference
road,passenger,lt,g,2027,18_CT,Reference
road,passenger,lt,lpg,2027,18_CT,Reference
road,passenger,lt,phevg,2027,18_CT,Reference
road,passenger,lv,bev,2027,18_CT,Reference
road,passenger,lv,cng,2027,18_CT,Reference
road,passenger,lv,d,2027,18_CT,Reference
road,passenger,lv,fcev,2027,18_CT,Reference
road,passenger,lv,g,2027,18_CT,Reference
road,passenger,lv,lpg,2027,18_CT,Reference
road,passenger,lv,phevg,2027,18_CT,Reference
ship,freight,ship,ship,2027,18_CT,Reference
ship,passenger,ship,ship,2027,18_CT,Reference
road,freight,ht,phevd,2027,18_CT,Reference
road,passenger,bus,phevd,2027,18_CT,Reference
air,freight,air,air,2027,19_THA,Carbon Neutral
air,passenger,air,air,2027,19_THA,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,19_THA,Carbon Neutral
rail,freight,rail,rail,2027,19_THA,Carbon Neutral
rail,passenger,rail,rail,2027,19_THA,Carbon Neutral
road,freight,ht,bev,2027,19_THA,Carbon Neutral
road,freight,ht,cng,2027,19_THA,Carbon Neutral
road,freight,ht,d,2027,19_THA,Carbon Neutral
road,freight,ht,fcev,2027,19_THA,Carbon Neutral
road,freight,ht,g,2027,19_THA,Carbon Neutral
road,freight,ht,lpg,2027,19_THA,Carbon Neutral
road,freight,lt,bev,2027,19_THA,Carbon Neutral
road,freight,lt,cng,2027,19_THA,Carbon Neutral
road,freight,lt,d,2027,19_THA,Carbon Neutral
road,freight,lt,fcev,2027,19_THA,Carbon Neutral
road,freight,lt,g,2027,19_THA,Carbon Neutral
road,freight,lt,lpg,2027,19_THA,Carbon Neutral
road,freight,lt,phevg,2027,19_THA,Carbon Neutral
road,passenger,2w,bev,2027,19_THA,Carbon Neutral
road,passenger,2w,g,2027,19_THA,Carbon Neutral
road,passenger,bus,bev,2027,19_THA,Carbon Neutral
road,passenger,bus,cng,2027,19_THA,Carbon Neutral
road,passenger,bus,d,2027,19_THA,Carbon Neutral
road,passenger,bus,fcev,2027,19_THA,Carbon Neutral
road,passenger,bus,g,2027,19_THA,Carbon Neutral
road,passenger,bus,lpg,2027,19_THA,Carbon Neutral
road,passenger,lt,bev,2027,19_THA,Carbon Neutral
road,passenger,lt,cng,2027,19_THA,Carbon Neutral
road,passenger,lt,d,2027,19_THA,Carbon Neutral
road,passenger,lt,fcev,2027,19_THA,Carbon Neutral
road,passenger,lt,g,2027,19_THA,Carbon Neutral
road,passenger,lt,lpg,2027,19_THA,Carbon Neutral
road,passenger,lt,phevg,2027,19_THA,Carbon Neutral
road,passenger,lv,bev,2027,19_THA,Carbon Neutral
road,passenger,lv,cng,2027,19_THA,Carbon Neutral
road,passenger,lv,d,2027,19_THA,Carbon Neutral
road,passenger,lv,fcev,2027,19_THA,Carbon Neutral
road,passenger,lv,g,2027,19_THA,Carbon Neutral
road,passenger,lv,lpg,2027,19_THA,Carbon Neutral
road,passenger,lv,phevg,2027,19_THA,Carbon Neutral
ship,freight,ship,ship,2027,19_THA,Carbon Neutral
ship,passenger,ship,ship,2027,19_THA,Carbon Neutral
road,freight,ht,phevd,2027,19_THA,Carbon Neutral
road,passenger,bus,phevd,2027,19_THA,Carbon Neutral
air,freight,air,air,2027,19_THA,Reference
air,passenger,air,air,2027,19_THA,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,19_THA,Reference
rail,freight,rail,rail,2027,19_THA,Reference
rail,passenger,rail,rail,2027,19_THA,Reference
road,freight,ht,bev,2027,19_THA,Reference
road,freight,ht,cng,2027,19_THA,Reference
road,freight,ht,d,2027,19_THA,Reference
road,freight,ht,fcev,2027,19_THA,Reference
road,freight,ht,g,2027,19_THA,Reference
road,freight,ht,lpg,2027,19_THA,Reference
road,freight,lt,bev,2027,19_THA,Reference
road,freight,lt,cng,2027,19_THA,Reference
road,freight,lt,d,2027,19_THA,Reference
road,freight,lt,fcev,2027,19_THA,Reference
road,freight,lt,g,2027,19_THA,Reference
road,freight,lt,lpg,2027,19_THA,Reference
road,freight,lt,phevg,2027,19_THA,Reference
road,passenger,2w,bev,2027,19_THA,Reference
road,passenger,2w,g,2027,19_THA,Reference
road,passenger,bus,bev,2027,19_THA,Reference
road,passenger,bus,cng,2027,19_THA,Reference
road,passenger,bus,d,2027,19_THA,Reference
road,passenger,bus,fcev,2027,19_THA,Reference
road,passenger,bus,g,2027,19_THA,Reference
road,passenger,bus,lpg,2027,19_THA,Reference
road,passenger,lt,bev,2027,19_THA,Reference
road,passenger,lt,cng,2027,19_THA,Reference
road,passenger,lt,d,2027,19_THA,Reference
road,passenger,lt,fcev,2027,19_THA,Reference
road,passenger,lt,g,2027,19_THA,Reference
road,passenger,lt,lpg,2027,19_THA,Reference
road,passenger,lt,phevg,2027,19_THA,Reference
road,passenger,lv,bev,2027,19_THA,Reference
road,passenger,lv,cng,2027,19_THA,Reference
road,passenger,lv,d,2027,19_THA,Reference
road,passenger,lv,fcev,2027,19_THA,Reference
road,passenger,lv,g,2027,19_THA,Reference
road,passenger,lv,lpg,2027,19_THA,Reference
road,passenger,lv,phevg,2027,19_THA,Reference
ship,freight,ship,ship,2027,19_THA,Reference
ship,passenger,ship,ship,2027,19_THA,Reference
road,freight,ht,phevd,2027,19_THA,Reference
road,passenger,bus,phevd,2027,19_THA,Reference
air,freight,air,air,2027,20_USA,Carbon Neutral
air,passenger,air,air,2027,20_USA,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,20_USA,Carbon Neutral
rail,freight,rail,rail,2027,20_USA,Carbon Neutral
rail,passenger,rail,rail,2027,20_USA,Carbon Neutral
road,freight,ht,bev,2027,20_USA,Carbon Neutral
road,freight,ht,cng,2027,20_USA,Carbon Neutral
road,freight,ht,d,2027,20_USA,Carbon Neutral
road,freight,ht,fcev,2027,20_USA,Carbon Neutral
road,freight,ht,g,2027,20_USA,Carbon Neutral
road,freight,ht,lpg,2027,20_USA,Carbon Neutral
road,freight,lt,bev,2027,20_USA,Carbon Neutral
road,freight,lt,cng,2027,20_USA,Carbon Neutral
road,freight,lt,d,2027,20_USA,Carbon Neutral
road,freight,lt,fcev,2027,20_USA,Carbon Neutral
road,freight,lt,g,2027,20_USA,Carbon Neutral
road,freight,lt,lpg,2027,20_USA,Carbon Neutral
road,freight,lt,phevg,2027,20_USA,Carbon Neutral
road,passenger,2w,bev,2027,20_USA,Carbon Neutral
road,passenger,2w,g,2027,20_USA,Carbon Neutral
road,passenger,bus,bev,2027,20_USA,Carbon Neutral
road,passenger,bus,cng,2027,20_USA,Carbon Neutral
road,passenger,bus,d,2027,20_USA,Carbon Neutral
road,passenger,bus,fcev,2027,20_USA,Carbon Neutral
road,passenger,bus,g,2027,20_USA,Carbon Neutral
road,passenger,bus,lpg,2027,20_USA,Carbon Neutral
road,passenger,lt,bev,2027,20_USA,Carbon Neutral
road,passenger,lt,cng,2027,20_USA,Carbon Neutral
road,passenger,lt,d,2027,20_USA,Carbon Neutral
road,passenger,lt,fcev,2027,20_USA,Carbon Neutral
road,passenger,lt,g,2027,20_USA,Carbon Neutral
road,passenger,lt,lpg,2027,20_USA,Carbon Neutral
road,passenger,lt,phevg,2027,20_USA,Carbon Neutral
road,passenger,lv,bev,2027,20_USA,Carbon Neutral
road,passenger,lv,cng,2027,20_USA,Carbon Neutral
road,passenger,lv,d,2027,20_USA,Carbon Neutral
road,passenger,lv,fcev,2027,20_USA,Carbon Neutral
road,passenger,lv,g,2027,20_USA,Carbon Neutral
road,passenger,lv,lpg,2027,20_USA,Carbon Neutral
road,passenger,lv,phevg,2027,20_USA,Carbon Neutral
ship,freight,ship,ship,2027,20_USA,Carbon Neutral
ship,passenger,ship,ship,2027,20_USA,Carbon Neutral
road,freight,ht,phevd,2027,20_USA,Carbon Neutral
road,passenger,bus,phevd,2027,20_USA,Carbon Neutral
air,freight,air,air,2027,20_USA,Reference
air,passenger,air,air,2027,20_USA,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,20_USA,Reference
rail,freight,rail,rail,2027,20_USA,Reference
rail,passenger,rail,rail,2027,20_USA,Reference
road,freight,ht,bev,2027,20_USA,Reference
road,freight,ht,cng,2027,20_USA,Reference
road,freight,ht,d,2027,20_USA,Reference
road,freight,ht,fcev,2027,20_USA,Reference
road,freight,ht,g,2027,20_USA,Reference
road,freight,ht,lpg,2027,20_USA,Reference
road,freight,lt,bev,2027,20_USA,Reference
road,freight,lt,cng,2027,20_USA,Reference
road,freight,lt,d,2027,20_USA,Reference
road,freight,lt,fcev,2027,20_USA,Reference
road,freight,lt,g,2027,20_USA,Reference
road,freight,lt,lpg,2027,20_USA,Reference
road,freight,lt,phevg,2027,20_USA,Reference
road,passenger,2w,bev,2027,20_USA,Reference
road,passenger,2w,g,2027,20_USA,Reference
road,passenger,bus,bev,2027,20_USA,Reference
road,passenger,bus,cng,2027,20_USA,Reference
road,passenger,bus,d,2027,20_USA,Reference
road,passenger,bus,fcev,2027,20_USA,Reference
road,passenger,bus,g,2027,20_USA,Reference
road,passenger,bus,lpg,2027,20_USA,Reference
road,passenger,lt,bev,2027,20_USA,Reference
road,passenger,lt,cng,2027,20_USA,Reference
road,passenger,lt,d,2027,20_USA,Reference
road,passenger,lt,fcev,2027,20_USA,Reference
road,passenger,lt,g,2027,20_USA,Reference
road,passenger,lt,lpg,2027,20_USA,Reference
road,passenger,lt,phevg,2027,20_USA,Reference
road,passenger,lv,bev,2027,20_USA,Reference
road,passenger,lv,cng,2027,20_USA,Reference
road,passenger,lv,d,2027,20_USA,Reference
road,passenger,lv,fcev,2027,20_USA,Reference
road,passenger,lv,g,2027,20_USA,Reference
road,passenger,lv,lpg,2027,20_USA,Reference
road,passenger,lv,phevg,2027,20_USA,Reference
ship,freight,ship,ship,2027,20_USA,Reference
ship,passenger,ship,ship,2027,20_USA,Reference
road,freight,ht,phevd,2027,20_USA,Reference
road,passenger,bus,phevd,2027,20_USA,Reference
air,freight,air,air,2027,21_VN,Carbon Neutral
air,passenger,air,air,2027,21_VN,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,21_VN,Carbon Neutral
rail,freight,rail,rail,2027,21_VN,Carbon Neutral
rail,passenger,rail,rail,2027,21_VN,Carbon Neutral
road,freight,ht,bev,2027,21_VN,Carbon Neutral
road,freight,ht,cng,2027,21_VN,Carbon Neutral
road,freight,ht,d,2027,21_VN,Carbon Neutral
road,freight,ht,fcev,2027,21_VN,Carbon Neutral
road,freight,ht,g,2027,21_VN,Carbon Neutral
road,freight,ht,lpg,2027,21_VN,Carbon Neutral
road,freight,lt,bev,2027,21_VN,Carbon Neutral
road,freight,lt,cng,2027,21_VN,Carbon Neutral
road,freight,lt,d,2027,21_VN,Carbon Neutral
road,freight,lt,fcev,2027,21_VN,Carbon Neutral
road,freight,lt,g,2027,21_VN,Carbon Neutral
road,freight,lt,lpg,2027,21_VN,Carbon Neutral
road,freight,lt,phevg,2027,21_VN,Carbon Neutral
road,passenger,2w,bev,2027,21_VN,Carbon Neutral
road,passenger,2w,g,2027,21_VN,Carbon Neutral
road,passenger,bus,bev,2027,21_VN,Carbon Neutral
road,passenger,bus,cng,2027,21_VN,Carbon Neutral
road,passenger,bus,d,2027,21_VN,Carbon Neutral
road,passenger,bus,fcev,2027,21_VN,Carbon Neutral
road,passenger,bus,g,2027,21_VN,Carbon Neutral
road,passenger,bus,lpg,2027,21_VN,Carbon Neutral
road,passenger,lt,bev,2027,21_VN,Carbon Neutral
road,passenger,lt,cng,2027,21_VN,Carbon Neutral
road,passenger,lt,d,2027,21_VN,Carbon Neutral
road,passenger,lt,fcev,2027,21_VN,Carbon Neutral
road,passenger,lt,g,2027,21_VN,Carbon Neutral
road,passenger,lt,lpg,2027,21_VN,Carbon Neutral
road,passenger,lt,phevg,2027,21_VN,Carbon Neutral
road,passenger,lv,bev,2027,21_VN,Carbon Neutral
road,passenger,lv,cng,2027,21_VN,Carbon Neutral
road,passenger,lv,d,2027,21_VN,Carbon Neutral
road,passenger,lv,fcev,2027,21_VN,Carbon Neutral
road,passenger,lv,g,2027,21_VN,Carbon Neutral
road,passenger,lv,lpg,2027,21_VN,Carbon Neutral
road,passenger,lv,phevg,2027,21_VN,Carbon Neutral
ship,freight,ship,ship,2027,21_VN,Carbon Neutral
ship,passenger,ship,ship,2027,21_VN,Carbon Neutral
