Medium,Transport Type,Vehicle Type,Drive,Year,Economy,Scenario
road,passenger,lv,g,2027,10_MAS,Carbon Neutral
road,passenger,lv,lpg,2027,10_MAS,Carbon Neutral
road,passenger,lv,phevg,2027,10_MAS,Carbon Neutral
ship,freight,ship,ship,2027,10_MAS,Carbon Neutral
ship,passenger,ship,ship,2027,10_MAS,Carbon Neutral
road,freight,ht,phevd,2027,10_MAS,Carbon Neutral
road,passenger,bus,phevd,2027,10_MAS,Carbon Neutral
air,freight,air,air,2027,10_MAS,Reference
air,passenger,air,air,2027,10_MAS,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,10_MAS,Reference
rail,freight,rail,rail,2027,10_MAS,Reference
rail,passenger,rail,rail,2027,10_MAS,Reference
road,freight,ht,bev,2027,10_MAS,Reference
road,freight,ht,cng,2027,10_MAS,Reference
road,freight,ht,d,2027,10_MAS,Reference
road,freight,ht,fcev,2027,10_MAS,Reference
road,freight,ht,g,2027,10_MAS,Reference
road,freight,ht,lpg,2027,10_MAS,Reference
road,freight,lt,bev,2027,10_MAS,Reference
road,freight,lt,cng,2027,10_MAS,Reference
road,freight,lt,d,2027,10_MAS,Reference
road,freight,lt,fcev,2027,10_MAS,Reference
road,freight,lt,g,2027,10_MAS,Reference
road,freight,lt,lpg,2027,10_MAS,Reference
road,freight,lt,phevg,2027,10_MAS,Reference
road,passenger,2w,bev,2027,10_MAS,Reference
road,passenger,2w,g,2027,10_MAS,Reference
road,passenger,bus,bev,2027,10_MAS,Reference
road,passenger,bus,cng,2027,10_MAS,Reference
road,passenger,bus,d,2027,10_MAS,Reference
road,passenger,bus,fcev,2027,10_MAS,Reference
road,passenger,bus,g,2027,10_MAS,Reference
road,passenger,bus,lpg,2027,10_MAS,Reference
road,passenger,lt,bev,2027,10_MAS,Reference
road,passenger,lt,cng,2027,10_MAS,Reference
road,passenger,lt,d,2027,10_MAS,Reference
road,passenger,lt,fcev,2027,10_MAS,Reference
road,passenger,lt,g,2027,10_MAS,Reference
road,passenger,lt,lpg,2027,10_MAS,Reference
road,passenger,lt,phevg,2027,10_MAS,Reference
road,passenger,lv,bev,2027,10_MAS,Reference
road,passenger,lv,cng,2027,10_MAS,Reference
road,passenger,lv,d,2027,10_MAS,Reference
road,passenger,lv,fcev,2027,10_MAS,Reference
road,passenger,lv,g,2027,10_MAS,Reference
road,passenger,lv,lpg,2027,10_MAS,Reference
road,passenger,lv,phevg,2027,10_MAS,Reference
ship,freight,ship,ship,2027,10_MAS,Reference
ship,passenger,ship,ship,2027,10_MAS,Reference
road,freight,ht,phevd,2027,10_MAS,Reference
road,passenger,bus,phevd,2027,10_MAS,Reference
air,freight,air,air,2027,11_MEX,Carbon Neutral
air,passenger,air,air,2027,11_MEX,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,11_MEX,Carbon Neutral
rail,freight,rail,rail,2027,11_MEX,Carbon Neutral
rail,passenger,rail,rail,2027,11_MEX,Carbon Neutral
road,freight,ht,bev,2027,11_MEX,Carbon Neutral
road,freight,ht,cng,2027,11_MEX,Carbon Neutral
road,freight,ht,d,2027,11_MEX,Carbon Neutral
road,freight,ht,fcev,2027,11_MEX,Carbon Neutral
road,freight,ht,g,2027,11_MEX,Carbon Neutral
road,freight,ht,lpg,2027,11_MEX,Carbon Neutral
road,freight,lt,bev,2027,11_MEX,Carbon Neutral
road,freight,lt,cng,2027,11_MEX,Carbon Neutral
road,freight,lt,d,2027,11_MEX,Carbon Neutral
road,freight,lt,fcev,2027,11_MEX,Carbon Neutral
road,freight,lt,g,2027,11_MEX,Carbon Neutral
road,freight,lt,lpg,2027,11_MEX,Carbon Neutral
road,freight,lt,phevg,2027,11_MEX,Carbon Neutral
road,passenger,2w,bev,2027,11_MEX,Carbon Neutral
road,passenger,2w,g,2027,11_MEX,Carbon Neutral
road,passenger,bus,bev,2027,11_MEX,Carbon Neutral
road,passenger,bus,cng,2027,11_MEX,Carbon Neutral
road,passenger,bus,d,2027,11_MEX,Carbon Neutral
road,passenger,bus,fcev,2027,11_MEX,Carbon Neutral
road,passenger,bus,g,2027,11_MEX,Carbon Neutral
road,passenger,bus,lpg,2027,11_MEX,Carbon Neutral
road,passenger,lt,bev,2027,11_MEX,Carbon Neutral
road,passenger,lt,cng,2027,11_MEX,Carbon Neutral
road,passenger,lt,d,2027,11_MEX,Carbon Neutral
road,passenger,lt,fcev,2027,11_MEX,Carbon Neutral
road,passenger,lt,g,2027,11_MEX,Carbon Neutral
road,passenger,lt,lpg,2027,11_MEX,Carbon Neutral
road,passenger,lt,phevg,2027,11_MEX,Carbon Neutral
road,passenger,lv,bev,2027,11_MEX,Carbon Neutral
road,passenger,lv,cng,2027,11_MEX,Carbon Neutral
road,passenger,lv,d,2027,11_MEX,Carbon Neutral
road,passenger,lv,fcev,2027,11_MEX,Carbon Neutral
road,passenger,lv,g,2027,11_MEX,Carbon Neutral
road,passenger,lv,lpg,2027,11_MEX,Carbon Neutral
road,passenger,lv,phevg,2027,11_MEX,Carbon Neutral
ship,freight,ship,ship,2027,11_MEX,Carbon Neutral
ship,passenger,ship,ship,2027,11_MEX,Carbon Neutral
road,freight,ht,phevd,2027,11_MEX,Carbon Neutral
road,passenger,bus,phevd,2027,11_MEX,Carbon Neutral
air,freight,air,air,2027,11_MEX,Reference
air,passenger,air,air,2027,11_MEX,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,11_MEX,Reference
rail,freight,rail,rail,2027,11_MEX,Reference
rail,passenger,rail,rail,2027,11_MEX,Reference
road,freight,ht,bev,2027,11_MEX,Reference
road,freight,ht,cng,2027,11_MEX,Reference
road,freight,ht,d,2027,11_MEX,Reference
road,freight,ht,fcev,2027,11_MEX,Reference
road,freight,ht,g,2027,11_MEX,Reference
road,freight,ht,lpg,2027,11_MEX,Reference
road,freight,lt,bev,2027,11_MEX,Reference
road,freight,lt,cng,2027,11_MEX,Reference
road,freight,lt,d,2027,11_MEX,Reference
road,freight,lt,fcev,2027,11_MEX,Reference
road,freight,lt,g,2027,11_MEX,Reference
road,freight,lt,lpg,2027,11_MEX,Reference
road,freight,lt,phevg,2027,11_MEX,Reference
road,passenger,2w,bev,2027,11_MEX,Reference
road,passenger,2w,g,2027,11_MEX,Reference
road,passenger,bus,bev,2027,11_MEX,Reference
road,passenger,bus,cng,2027,11_MEX,Reference
road,passenger,bus,d,2027,11_MEX,Reference
road,passenger,bus,fcev,2027,11_MEX,Reference
road,passenger,bus,g,2027,11_MEX,Reference
road,passenger,bus,lpg,2027,11_MEX,Reference
road,passenger,lt,bev,2027,11_MEX,Reference
road,passenger,lt,cng,2027,11_MEX,Reference
road,passenger,lt,d,2027,11_MEX,Reference
road,passenger,lt,fcev,2027,11_MEX,Reference
road,passenger,lt,g,2027,11_MEX,Reference
road,passenger,lt,lpg,2027,11_MEX,Reference
road,passenger,lt,phevg,2027,11_MEX,Reference
road,passenger,lv,bev,2027,11_MEX,Reference
road,passenger,lv,cng,2027,11_MEX,Reference
road,passenger,lv,d,2027,11_MEX,Reference
road,passenger,lv,fcev,2027,11_MEX,Reference
road,passenger,lv,g,2027,11_MEX,Reference
road,passenger,lv,lpg,2027,11_MEX,Reference
road,passenger,lv,phevg,2027,11_MEX,Reference
ship,freight,ship,ship,2027,11_MEX,Reference
ship,passenger,ship,ship,2027,11_MEX,Reference
road,freight,ht,phevd,2027,11_MEX,Reference
road,passenger,bus,phevd,2027,11_MEX,Reference
air,freight,air,air,2027,12_NZ,Carbon Neutral
air,passenger,air,air,2027,12_NZ,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,12_NZ,Carbon Neutral
rail,freight,rail,rail,2027,12_NZ,Carbon Neutral
rail,passenger,rail,rail,2027,12_NZ,Carbon Neutral
road,freight,ht,bev,2027,12_NZ,Carbon Neutral
road,freight,ht,cng,2027,12_NZ,Carbon Neutral
road,freight,ht,d,2027,12_NZ,Carbon Neutral
road,freight,ht,fcev,2027,12_NZ,Carbon Neutral
road,freight,ht,g,2027,12_NZ,Carbon Neutral
road,freight,ht,lpg,2027,12_NZ,Carbon Neutral
road,freight,lt,bev,2027,12_NZ,Carbon Neutral
road,freight,lt,cng,2027,12_NZ,Carbon Neutral
road,freight,lt,d,2027,12_NZ,Carbon Neutral
road,freight,lt,fcev,2027,12_NZ,Carbon Neutral
road,freight,lt,g,2027,12_NZ,Carbon Neutral
road,freight,lt,lpg,2027,12_NZ,Carbon Neutral
road,freight,lt,phevg,2027,12_NZ,Carbon Neutral
road,passenger,2w,bev,2027,12_NZ,Carbon Neutral
road,passenger,2w,g,2027,12_NZ,Carbon Neutral
road,passenger,bus,bev,2027,12_NZ,Carbon Neutral
road,passenger,bus,cng,2027,12_NZ,Carbon Neutral
road,passenger,bus,d,2027,12_NZ,Carbon Neutral
road,passenger,bus,fcev,2027,12_NZ,Carbon Neutral
road,passenger,bus,g,2027,12_NZ,Carbon Neutral
road,passenger,bus,lpg,2027,12_NZ,Carbon Neutral
road,passenger,lt,bev,2027,12_NZ,Carbon Neutral
road,passenger,lt,cng,2027,12_NZ,Carbon Neutral
road,passenger,lt,d,2027,12_NZ,Carbon Neutral
road,passenger,lt,fcev,2027,12_NZ,Carbon Neutral
road,passenger,lt,g,2027,12_NZ,Carbon Neutral
road,passenger,lt,lpg,2027,12_NZ,Carbon Neutral
road,passenger,lt,phevg,2027,12_NZ,Carbon Neutral
road,passenger,lv,bev,2027,12_NZ,Carbon Neutral
road,passenger,lv,cng,2027,12_NZ,Carbon Neutral
road,passenger,lv,d,2027,12_NZ,Carbon Neutral
road,passenger,lv,fcev,2027,12_NZ,Carbon Neutral
road,passenger,lv,g,2027,12_NZ,Carbon Neutral
road,passenger,lv,lpg,2027,12_NZ,Carbon Neutral
road,passenger,lv,phevg,2027,12_NZ,Carbon Neutral
ship,freight,ship,ship,2027,12_NZ,Carbon Neutral
ship,passenger,ship,ship,2027,12_NZ,Carbon Neutral
road,freight,ht,phevd,2027,12_NZ,Carbon Neutral
road,passenger,bus,phevd,2027,12_NZ,Carbon Neutral
air,freight,air,air,2027,12_NZ,Reference
air,passenger,air,air,2027,12_NZ,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,12_NZ,Reference
rail,freight,rail,rail,2027,12_NZ,Reference
rail,passenger,rail,rail,2027,12_NZ,Reference
road,freight,ht,bev,2027,12_NZ,Reference
road,freight,ht,cng,2027,12_NZ,Reference
road,freight,ht,d,2027,12_NZ,Reference
road,freight,ht,fcev,2027,12_NZ,Reference
road,freight,ht,g,2027,12_NZ,Reference
road,freight,ht,lpg,2027,12_NZ,Reference
road,freight,lt,bev,2027,12_NZ,Reference
road,freight,lt,cng,2027,12_NZ,Reference
road,freight,lt,d,2027,12_NZ,Reference
road,freight,lt,fcev,2027,12_NZ,Reference
road,freight,lt,g,2027,12_NZ,Reference
road,freight,lt,lpg,2027,12_NZ,Reference
road,freight,lt,phevg,2027,12_NZ,Reference
road,passenger,2w,bev,2027,12_NZ,Reference
road,passenger,2w,g,2027,12_NZ,Reference
road,passenger,bus,bev,2027,12_NZ,Reference
road,passenger,bus,cng,2027,12_NZ,Reference
road,passenger,bus,d,2027,12_NZ,Reference
road,passenger,bus,fcev,2027,12_NZ,Reference
road,passenger,bus,g,2027,12_NZ,Reference
road,passenger,bus,lpg,2027,12_NZ,Reference
road,passenger,lt,bev,2027,12_NZ,Reference
road,passenger,lt,cng,2027,12_NZ,Reference
road,passenger,lt,d,2027,12_NZ,Reference
road,passenger,lt,fcev,2027,12_NZ,Reference
road,passenger,lt,g,2027,12_NZ,Reference
road,passenger,lt,lpg,2027,12_NZ,Reference
road,passenger,lt,phevg,2027,12_NZ,Reference
road,passenger,lv,bev,2027,12_NZ,Reference
road,passenger,lv,cng,2027,12_NZ,Reference
road,passenger,lv,d,2027,12_NZ,Reference
road,passenger,lv,fcev,2027,12_NZ,Reference
road,passenger,lv,g,2027,12_NZ,Reference
road,passenger,lv,lpg,2027,12_NZ,Reference
road,passenger,lv,phevg,2027,12_NZ,Reference
ship,freight,ship,ship,2027,12_NZ,Reference
ship,passenger,ship,ship,2027,12_NZ,Reference
road,freight,ht,phevd,2027,12_NZ,Reference
road,passenger,bus,phevd,2027,12_NZ,Reference
air,freight,air,air,2027,13_PNG,Carbon Neutral
air,passenger,air,air,2027,13_PNG,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,13_PNG,Carbon Neutral
rail,freight,rail,rail,2027,13_PNG,Carbon Neutral
rail,passenger,rail,rail,2027,13_PNG,Carbon Neutral
road,freight,ht,bev,2027,13_PNG,Carbon Neutral
road,freight,ht,cng,2027,13_PNG,Carbon Neutral
road,freight,ht,d,2027,13_PNG,Carbon Neutral
road,freight,ht,fcev,2027,13_PNG,Carbon Neutral
road,freight,ht,g,2027,13_PNG,Carbon Neutral
road,freight,ht,lpg,2027,13_PNG,Carbon Neutral
road,freight,lt,bev,2027,13_PNG,Carbon Neutral
road,freight,lt,cng,2027,13_PNG,Carbon Neutral
road,freight,lt,d,2027,13_PNG,Carbon Neutral
road,freight,lt,fcev,2027,13_PNG,Carbon Neutral
road,freight,lt,g,2027,13_PNG,Carbon Neutral
road,freight,lt,lpg,2027,13_PNG,Carbon Neutral
road,freight,lt,phevg,2027,13_PNG,Carbon Neutral
road,passenger,2w,bev,2027,13_PNG,Carbon Neutral
road,passenger,2w,g,2027,13_PNG,Carbon Neutral
road,passenger,bus,bev,2027,13_PNG,Carbon Neutral
road,passenger,bus,cng,2027,13_PNG,Carbon Neutral
road,passenger,bus,d,2027,13_PNG,Carbon Neutral
road,passenger,bus,fcev,2027,13_PNG,Carbon Neutral
road,passenger,bus,g,2027,13_PNG,Carbon Neutral
road,passenger,bus,lpg,2027,13_PNG,Carbon Neutral
road,passenger,lt,bev,2027,13_PNG,Carbon Neutral
road,passenger,lt,cng,2027,13_PNG,Carbon Neutral
road,passenger,lt,d,2027,13_PNG,Carbon Neutral
road,passenger,lt,fcev,2027,13_PNG,Carbon Neutral
road,passenger,lt,g,2027,13_PNG,Carbon Neutral
road,passenger,lt,lpg,2027,13_PNG,Carbon Neutral
road,passenger,lt,phevg,2027,13_PNG,Carbon Neutral
road,passenger,lv,bev,2027,13_PNG,Carbon Neutral
road,passenger,lv,cng,2027,13_PNG,Carbon Neutral
road,passenger,lv,d,2027,13_PNG,Carbon Neutral
road,passenger,lv,fcev,2027,13_PNG,Carbon Neutral
road,passenger,lv,g,2027,13_PNG,Carbon Neutral
road,passenger,lv,lpg,2027,13_PNG,Carbon Neutral
road,passenger,lv,phevg,2027,13_PNG,Carbon Neutral
ship,freight,ship,ship,2027,13_PNG,Carbon Neutral
ship,passenger,ship,ship,2027,13_PNG,Carbon Neutral
road,freight,ht,phevd,2027,13_PNG,Carbon Neutral
road,passenger,bus,phevd,2027,13_PNG,Carbon Neutral
air,freight,air,air,2027,13_PNG,Reference
air,passenger,air,air,2027,13_PNG,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,13_PNG,Reference
rail,freight,rail,rail,2027,13_PNG,Reference
rail,passenger,rail,rail,2027,13_PNG,Reference
road,freight,ht,bev,2027,13_PNG,Reference
road,freight,ht,cng,2027,13_PNG,Reference
road,freight,ht,d,2027,13_PNG,Reference
road,freight,ht,fcev,2027,13_PNG,Reference
road,freight,ht,g,2027,13_PNG,Reference
road,freight,ht,lpg,2027,13_PNG,Reference
road,freight,lt,bev,2027,13_PNG,Reference
road,freight,lt,cng,2027,13_PNG,Reference
road,freight,lt,d,2027,13_PNG,Reference
road,freight,lt,fcev,2027,13_PNG,Reference
road,freight,lt,g,2027,13_PNG,Reference
road,freight,lt,lpg,2027,13_PNG,Reference
road,freight,lt,phevg,2027,13_PNG,Reference
road,passenger,2w,bev,2027,13_PNG,Reference
road,passenger,2w,g,2027,13_PNG,Reference
road,passenger,bus,bev,2027,13_PNG,Reference
road,passenger,bus,cng,2027,13_PNG,Reference
road,passenger,bus,d,2027,13_PNG,Reference
road,passenger,bus,fcev,2027,13_PNG,Reference
road,passenger,bus,g,2027,13_PNG,Reference
road,passenger,bus,lpg,2027,13_PNG,Reference
road,passenger,lt,bev,2027,13_PNG,Reference
road,passenger,lt,cng,2027,13_PNG,Reference
road,passenger,lt,d,2027,13_PNG,Reference
road,passenger,lt,fcev,2027,13_PNG,Reference
road,passenger,lt,g,2027,13_PNG,Reference
road,passenger,lt,lpg,2027,13_PNG,Reference
road,passenger,lt,phevg,2027,13_PNG,Reference
road,passenger,lv,bev,2027,13_PNG,Reference
road,passenger,lv,cng,2027,13_PNG,Reference
road,passenger,lv,d,2027,13_PNG,Reference
road,passenger,lv,fcev,2027,13_PNG,Reference
road,passenger,lv,g,2027,13_PNG,Reference
road,passenger,lv,lpg,2027,13_PNG,Reference
road,passenger,lv,phevg,2027,13_PNG,Reference
ship,freight,ship,ship,2027,13_PNG,Reference
ship,passenger,ship,ship,2027,13_PNG,Reference
road,freight,ht,phevd,2027,13_PNG,Reference
road,passenger,bus,phevd,2027,13_PNG,Reference
air,freight,air,air,2027,14_PE,Carbon Neutral
air,passenger,air,air,2027,14_PE,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,14_PE,Carbon Neutral
rail,freight,rail,rail,2027,14_PE,Carbon Neutral
rail,passenger,rail,rail,2027,14_PE,Carbon Neutral
road,freight,ht,bev,2027,14_PE,Carbon Neutral
road,freight,ht,cng,2027,14_PE,Carbon Neutral
road,freight,ht,d,2027,14_PE,Carbon Neutral
road,freight,ht,fcev,2027,14_PE,Carbon Neutral
road,freight,ht,g,2027,14_PE,Carbon Neutral
road,freight,ht,lpg,2027,14_PE,Carbon Neutral
road,freight,lt,bev,2027,14_PE,Carbon Neutral
road,freight,lt,cng,2027,14_PE,Carbon Neutral
road,freight,lt,d,2027,14_PE,Carbon Neutral
road,freight,lt,fcev,2027,14_PE,Carbon Neutral
road,freight,lt,g,2027,14_PE,Carbon Neutral
road,freight,lt,lpg,2027,14_PE,Carbon Neutral
road,freight,lt,phevg,2027,14_PE,Carbon Neutral
road,passenger,2w,bev,2027,14_PE,Carbon Neutral
road,passenger,2w,g,2027,14_PE,Carbon Neutral
road,passenger,bus,bev,2027,14_PE,Carbon Neutral
road,passenger,bus,cng,2027,14_PE,Carbon Neutral
road,passenger,bus,d,2027,14_PE,Carbon Neutral
road,passenger,bus,fcev,2027,14_PE,Carbon Neutral
road,passenger,bus,g,2027,14_PE,Carbon Neutral
road,passenger,bus,lpg,2027,14_PE,Carbon Neutral
road,passenger,lt,bev,2027,14_PE,Carbon Neutral
road,passenger,lt,cng,2027,14_PE,Carbon Neutral
road,passenger,lt,d,2027,14_PE,Carbon Neutral
road,passenger,lt,fcev,2027,14_PE,Carbon Neutral
road,passenger,lt,g,2027,14_PE,Carbon Neutral
road,passenger,lt,lpg,2027,14_PE,Carbon Neutral
road,passenger,lt,phevg,2027,14_PE,Carbon Neutral
road,passenger,lv,bev,2027,14_PE,Carbon Neutral
road,passenger,lv,cng,2027,14_PE,Carbon Neutral
road,passenger,lv,d,2027,14_PE,Carbon Neutral
road,passenger,lv,fcev,2027,14_PE,Carbon Neutral
road,passenger,lv,g,2027,14_PE,Carbon Neutral
road,passenger,lv,lpg,2027,14_PE,Carbon Neutral
road,passenger,lv,phevg,2027,14_PE,Carbon Neutral
ship,freight,ship,ship,2027,14_PE,Carbon Neutral
ship,passenger,ship,ship,2027,14_PE,Carbon Neutral
road,freight,ht,phevd,2027,14_PE,Carbon Neutral
road,passenger,bus,phevd,2027,14_PE,Carbon Neutral
air,freight,air,air,2027,14_PE,Reference
air,passenger,air,air,2027,14_PE,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,14_PE,Reference
rail,freight,rail,rail,2027,14_PE,Reference
rail,passenger,rail,rail,2027,14_PE,Reference
road,freight,ht,bev,2027,14_PE,Reference
road,freight,ht,cng,2027,14_PE,Reference
road,freight,ht,d,2027,14_PE,Reference
road,freight,ht,fcev,2027,14_PE,Reference
road,freight,ht,g,2027,14_PE,Reference
road,freight,ht,lpg,2027,14_PE,Reference
road,freight,lt,bev,2027,14_PE,Reference
road,freight,lt,cng,2027,14_PE,Reference
road,freight,lt,d,2027,14_PE,Reference
road,freight,lt,fcev,2027,14_PE,Reference
road,freight,lt,g,2027,14_PE,Reference
road,freight,lt,lpg,2027,14_PE,Reference
road,freight,lt,phevg,2027,14_PE,Reference
road,passenger,2w,bev,2027,14_PE,Reference
road,passenger,2w,g,2027,14_PE,Reference
road,passenger,bus,bev,2027,14_PE,Reference
road,passenger,bus,cng,2027,14_PE,Reference
road,passenger,bus,d,2027,14_PE,Reference
road,passenger,bus,fcev,2027,14_PE,Reference
road,passenger,bus,g,2027,14_PE,Reference
road,passenger,bus,lpg,2027,14_PE,Reference
road,passenger,lt,bev,2027,14_PE,Reference
road,passenger,lt,cng,2027,14_PE,Reference
road,passenger,lt,d,2027,14_PE,Reference
road,passenger,lt,fcev,2027,14_PE,Reference
road,passenger,lt,g,2027,14_PE,Reference
road,passenger,lt,lpg,2027,14_PE,Reference
road,passenger,lt,phevg,2027,14_PE,Reference
road,passenger,lv,bev,2027,14_PE,Reference
road,passenger,lv,cng,2027,14_PE,Reference
road,passenger,lv,d,2027,14_PE,Reference
road,passenger,lv,fcev,2027,14_PE,Reference
road,passenger,lv,g,2027,14_PE,Reference
road,passenger,lv,lpg,2027,14_PE,Reference
road,passenger,lv,phevg,2027,14_PE,Reference
ship,freight,ship,ship,2027,14_PE,Reference
ship,passenger,ship,ship,2027,14_PE,Reference
road,freight,ht,phevd,2027,14_PE,Reference
road,passenger,bus,phevd,2027,14_PE,Reference
air,freight,air,air,2027,15_RP,Carbon Neutral
air,passenger,air,air,2027,15_RP,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,15_RP,Carbon Neutral
rail,freight,rail,rail,2027,15_RP,Carbon Neutral
rail,passenger,rail,rail,2027,15_RP,Carbon Neutral
road,freight,ht,bev,2027,15_RP,Carbon Neutral
road,freight,ht,cng,2027,15_RP,Carbon Neutral
road,freight,ht,d,2027,15_RP,Carbon Neutral
road,freight,ht,fcev,2027,15_RP,Carbon Neutral
road,freight,ht,g,2027,15_RP,Carbon Neutral
road,freight,ht,lpg,2027,15_RP,Carbon Neutral
road,freight,lt,bev,2027,15_RP,Carbon Neutral
road,freight,lt,cng,2027,15_RP,Carbon Neutral
road,freight,lt,d,2027,15_RP,Carbon Neutral
road,freight,lt,fcev,2027,15_RP,Carbon Neutral
road,freight,lt,g,2027,15_RP,Carbon Neutral
road,freight,lt,lpg,2027,15_RP,Carbon Neutral
road,freight,lt,phevg,2027,15_RP,Carbon Neutral
road,passenger,2w,bev,2027,15_RP,Carbon Neutral
road,passenger,2w,g,2027,15_RP,Carbon Neutral
road,passenger,bus,bev,2027,15_RP,Carbon Neutral
road,passenger,bus,cng,2027,15_RP,Carbon Neutral
road,passenger,bus,d,2027,15_RP,Carbon Neutral
road,passenger,bus,fcev,2027,15_RP,Carbon Neutral
road,passenger,bus,g,2027,15_RP,Carbon Neutral
road,passenger,bus,lpg,2027,15_RP,Carbon Neutral
road,passenger,lt,bev,2027,15_RP,Carbon Neutral
road,passenger,lt,cng,2027,15_RP,Carbon Neutral
road,passenger,lt,d,2027,15_RP,Carbon Neutral
road,passenger,lt,fcev,2027,15_RP,Carbon Neutral
road,passenger,lt,g,2027,15_RP,Carbon Neutral
road,passenger,lt,lpg,2027,15_RP,Carbon Neutral
road,passenger,lt,phevg,2027,15_RP,Carbon Neutral
road,passenger,lv,bev,2027,15_RP,Carbon Neutral
road,passenger,lv,cng,2027,15_RP,Carbon Neutral
road,passenger,lv,d,2027,15_RP,Carbon Neutral
road,passenger,lv,fcev,2027,15_RP,Carbon Neutral
road,passenger,lv,g,2027,15_RP,Carbon Neutral
road,passenger,lv,lpg,2027,15_RP,Carbon Neutral
road,passenger,lv,phevg,2027,15_RP,Carbon Neutral
ship,freight,ship,ship,2027,15_RP,Carbon Neutral
ship,passenger,ship,ship,2027,15_RP,Carbon Neutral
road,freight,ht,phevd,2027,15_RP,Carbon Neutral
road,passenger,bus,phevd,2027,15_RP,Carbon Neutral
air,freight,air,air,2027,15_RP,Reference
air,passenger,air,air,2027,15_RP,Reference
nonspecified,nonspecified,nonspecified,nonspecified,2027,15_RP,Reference
rail,freight,rail,rail,2027,15_RP,Reference
rail,passenger,rail,rail,2027,15_RP,Reference
road,freight,ht,bev,2027,15_RP,Reference
road,freight,ht,cng,2027,15_RP,Reference
road,freight,ht,d,2027,15_RP,Reference
road,freight,ht,fcev,2027,15_RP,Reference
road,freight,ht,g,2027,15_RP,Reference
road,freight,ht,lpg,2027,15_RP,Reference
road,freight,lt,bev,2027,15_RP,Reference
road,freight,lt,cng,2027,15_RP,Reference
road,freight,lt,d,2027,15_RP,Reference
road,freight,lt,fcev,2027,15_RP,Reference
road,freight,lt,g,2027,15_RP,Reference
road,freight,lt,lpg,2027,15_RP,Reference
road,freight,lt,phevg,2027,15_RP,Reference
road,passenger,2w,bev,2027,15_RP,Reference
road,passenger,2w,g,2027,15_RP,Reference
road,passenger,bus,bev,2027,15_RP,Reference
road,passenger,bus,cng,2027,15_RP,Reference
road,passenger,bus,d,2027,15_RP,Reference
road,passenger,bus,fcev,2027,15_RP,Reference
road,passenger,bus,g,2027,15_RP,Reference
road,passenger,bus,lpg,2027,15_RP,Reference
road,passenger,lt,bev,2027,15_RP,Reference
road,passenger,lt,cng,2027,15_RP,Reference
road,passenger,lt,d,2027,15_RP,Reference
road,passenger,lt,fcev,2027,15_RP,Reference
road,passenger,lt,g,2027,15_RP,Reference
road,passenger,lt,lpg,2027,15_RP,Reference
road,passenger,lt,phevg,2027,15_RP,Reference
road,passenger,lv,bev,2027,15_RP,Reference
road,passenger,lv,cng,2027,15_RP,Reference
road,passenger,lv,d,2027,15_RP,Reference
road,passenger,lv,fcev,2027,15_RP,Reference
road,passenger,lv,g,2027,15_RP,Reference
road,passenger,lv,lpg,2027,15_RP,Reference
road,passenger,lv,phevg,2027,15_RP,Reference
ship,freight,ship,ship,2027,15_RP,Reference
ship,passenger,ship,ship,2027,15_RP,Reference
road,freight,ht,phevd,2027,15_RP,Reference
road,passenger,bus,phevd,2027,15_RP,Reference
air,freight,air,air,2027,16_RUS,Carbon Neutral
air,passenger,air,air,2027,16_RUS,Carbon Neutral
nonspecified,nonspecified,nonspecified,nonspecified,2027,16_RUS,Carbon Neutral
rail,freight,rail,rail,2027,16_RUS,Carbon Neutral
rail,passenger,rail,rail,2027,16_RUS,Carbon Neutral
road,freight,ht,bev,2027,16_RUS,Carbon Neutral
road,freight,ht,cng,2027,16_RUS,Carbon Neutral
road,freight,ht,d,2027,16_RUS,Carbon Neutral
road,freight,ht,fcev,2027,16_RUS,Carbon Neutral
road,freight,ht,g,2027,16_RUS,Carbon Neutral
road,freight,ht,lpg,2027,16_RUS,Carbon Neutral
road,freight,lt,bev,2027,16_RUS,Carbon Neutral
road,freight,lt,cng,2027,16_RUS,Carbon Neutral
road,freight,lt,d,2027,16_RUS,Carbon Neutral
road,freight,lt,fcev,2027,16_RUS,Carbon Neutral
road,freight,lt,g,2027,16_RUS,Carbon Neutral
road,freight,lt,lpg,2027,16_RUS,Carbon Neutral
road,freight,lt,phevg,2027,16_RUS,Carbon Neutral
road,passenger,2w,bev,2027,16_RUS,Carbon Neutral
road,passenger,2w,g,2027,16_RUS,Carbon Neutral
road,passenger,bus,bev,2027,16_RUS,Carbon Neutral
road,passenger,bus,cng,2027,16_RUS,Carbon Neutral
road,passenger,bus,d,2027,16_RUS,Carbon Neutral
road,passenger,bus,fcev,2027,16_RUS,Carbon Neutral
