Fuel,Sector,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Economy
21 Modern renewables,15. Transport sector,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529477537328297,2.852947289158808,8.336726236452218,9.33269268418018,9.090496413101707,8.796470028481716,9.265455134580813,16.54449685078222,17.86413705228582,17.10491165277347,17.68622668943426,,14_PE
1.1 Coking coal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
1.2 Other bituminous coal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
1.3 Sub-bituminous coal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
1.4 Anthracite,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
1.5 Lignite,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.1 Coke oven coke,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.2 Gas coke,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.3 Coke oven gas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.4 Blast furnace gas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.5 Other recovered gases,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.6 Patent fuel,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.7 Coal tar,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
2.8 BKB/PB,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
3 Peat,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
4 Peat products,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
5 Oil shale and oil sands,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
6.1 Crude oil,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
6.2 Natural gas liquids,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
6.3 Refinery feedstocks,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
6.4 Additives/  oxygenates,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
6.5 Other hydrocarbons,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.01 Motor gasoline,15. Transport sector,,,,,,,,,,,66.9087058897264,57.6584351305581,64.520000396046,72.051443623036,78.49179028689234,92.39691308535932,103.819721060323,112.3938435989289,117.9443258896179,121.5149236977208,118.9004301853141,120.3218014308774,125.5560690168703,128.0147174321045,129.3548999914358,125.7680694743861,117.4306818086682,119.7907707793454,112.6222945002645,121.2552302599643,122.4099603821437,120.6806389037291,124.4874035499417,130.0004273209015,134.4595273055828,154.2982929331183,169.7649563359332,184.5837558913839,190.3421619554139,205.9176100302078,,15_PHL
7.02 Aviation gasoline,15. Transport sector,,,,,,,,,,,0.1862756556768,0.1451760172128,0.1441510885728,0.1338659296704,0.2675678707584,0.173648534832,0.179362512,0.1818377146656,0.1770256747008,0.1825859125728,0.1447037614414808,0.1355878097856,0.1238507779689216,0.1290367426494528,0.1353118426246368,0.1328512503168,0.136199205342576,0.1580279100329952,0.1667215187460576,0.161044654244112,0.152823784570671,0.1063351617049679,0.3016320891871507,0.1762097230578091,0.2023786119735335,0.2454197179261179,0.2145547847193409,0.364132786901614,0.2087871473112256,0.2205694986534731,,15_PHL
7.03 Naphtha,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.04 Gasoline type jet fuel,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.05 Kerosene type jet fuel,15. Transport sector,,,,,,,,,,,5.96099376252,5.164721719812,5.328625519512,5.578094280924,7.629292509228001,8.570230591788,11.801605302,13.79800015735804,10.54978487279619,10.699485844572,14.14049005741008,11.71695490488,10.02033147097555,9.691641678349761,10.35647894539532,9.877310729614168,9.965248270321052,6.010823028668421,7.149943076443859,9.409845144002613,9.730381413308477,12.72798189239155,15.17689652916021,17.94148036499105,22.51000273547196,18.4324523477034,24.64777004587209,21.066460115858,24.22709297472154,26.003066226015,,15_PHL
7.06 Kerosene,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.07 Gas/diesel oil,15. Transport sector,,,,,,,,,,,108.4817330644379,112.0523868997227,130.489321032706,145.8212066634609,149.0790084893957,169.5670924136966,186.6375663422311,185.6896892836996,181.8092971690667,184.7023593675705,187.0172617716116,185.6205463533679,194.6470985406386,192.0769438246563,200.4381345712852,189.3054198767946,176.2544456733752,181.6476388931263,173.9342117902521,181.9084959846,181.4423055820055,180.0258756677545,189.8754352461932,194.8795724547599,202.6043034646984,244.5432908916938,257.7570969932502,259.3527847973912,270.1429860245956,271.277450498029,,15_PHL
7.08 Fuel oil,15. Transport sector,,,,,,,,,,,14.94855513906939,10.28926690569438,14.49563164900078,19.18739865140307,19.54192892303132,30.03902740489391,37.64127784437554,26.43245900144484,37.49460654985526,27.49616824526661,27.69454994742629,26.97535748154763,27.08107981263385,19.6753860830502,21.43136554667858,19.34952331152218,19.47264167377674,25.00555282508926,13.77742670497731,9.611240508896474,11.93399618554035,10.26983591552069,7.750453852221371,8.94458802657465,7.442156161610574,7.660690512170387,8.489556077498026,11.11369055275155,8.489486514347076,7.876668344169819,,15_PHL
7.09 LPG,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005302445874862254,0.002470541551501397,0.00919159262541264,0.04686222855148178,0.01709439053779699,0.0495849689382576,0.1687742761309699,1.876369912034594,2.842356648477447,3.502171084415282,3.086330095386571,1.912426534846471,1.621336517555926,2.397541712665106,1.746930578166363,1.241040058421112,0.5632125447722356,0.4342639638269554,0.4187473891038713,0.3681771668009376,,15_PHL
7.1 Refinery gas (not liquefied),15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.11 Ethane,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.12 White spirit SBP,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.13 Lubricants,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.14 Bitumen,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.15 Paraffin  waxes,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.16 Petroleum coke,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
7.17 Other products,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
8.1 Natural gas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.240631979388679e-07,7.975491296070075e-08,1.860947969083018e-07,2.12679767895202e-07,0.0,0.0,0.01589505374049795,0.01745844987488889,0.01521805474485558,0.04533986066263532,0.04996441709280085,0.03398243434200059,0.003422621077200058,0.0,0.0,0.0,0.0,0.0,,15_PHL
8.2 LNG,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
8.3 Gas works gas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
9 Nuclear,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
10 Hydro,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
11 Geothermal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
12.1 of which: Photovoltaics,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
"13 Tide, wave, ocean",15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
14 Wind,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
15.1 Fuelwood & woodwaste,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
15.2 Bagasse,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
15.3 Charcoal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
15.4 Black liqour,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
15.5 Other biomass,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.1 Biogas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.2 Industrial waste,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.3 Municipal solid waste (renewable),15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.4 Municipal solid waste (non-renewable),15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.5 Biogasoline,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05847669550870288,0.05919315290843826,0.8294898650145108,1.640275188768786,1.885572560635072,4.08774380421893,4.52575987479593,7.199031264795946,9.285770995938497,10.28820500840754,11.78584012919349,12.93493844435279,14.20486637577511,14.64579590198284,15.90764804222849,,15_PHL
16.6 Biodiesel,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003059903602496302,0.003426111274479469,0.004645580421721103,0.02243839005391234,0.9976191134091423,1.697624790235275,3.591179315260168,3.578405105613941,3.932271346883407,3.741902693808691,3.845145061588339,4.0015138447787,4.868926856367956,5.065961385704715,5.133514243223328,5.298722157606813,5.309462089591671,,15_PHL
16.7 Bio jet kerosene,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.8 Other liquid biofuels,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
16.9 Other sources,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
17 Electricity,15. Transport sector,,,,,,,,,,,0.07200000001180801,0.076000000012464,0.09000000001476001,0.09400000001541602,0.097000000015908,0.09000000001476001,0.09808200001608547,0.1036008000169905,0.1029672000168866,0.1091232000178962,0.1987446492325941,0.1981099260324901,0.2088000000342432,0.1323167940217,0.2418606993397206,0.3283316892538464,0.3476238624570104,0.3865820688633995,0.3977731685452348,0.3990662208654469,0.3921801948643176,0.3999672900655947,0.4202148600689153,0.4040673480662672,0.3996872928655488,0.3537690480580182,0.3689537847725085,0.4018815180659086,0.3786405156620971,0.3824758224627261,,15_PHL
18 Heat,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15_PHL
19 Total,15. Transport sector,,,,,,,,,,,196.5582635114423,185.3859866730124,215.0677296858524,242.8660091485098,255.1065880793217,300.8369120305846,340.1776150609458,338.5994305561139,348.0780073560537,344.7046462677206,348.0967106170236,344.9708284480425,357.6464213358101,349.7672108534985,361.9785722846664,344.8742137894362,323.8572463130341,336.7028743955839,314.2445224404512,331.7413041827584,336.8293446023973,334.6264324483549,350.624271020026,367.9087854428851,383.6581276246325,443.4297224946526,479.807000396875,496.6553502451775,514.152420580745,533.2631277181589,,15_PHL
20 Total Renewables,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003059903602496302,0.003426111274479469,0.06312227593042398,0.0816315429623506,1.827108978423653,3.337899979004061,5.47675187589524,7.666148909832871,8.458031221679336,10.94093395860464,13.13091605752684,14.28971885318624,16.65476698556145,18.0008998300575,19.33838061899844,19.94451805958965,21.21711013182016,,15_PHL
21 Modern renewables,15. Transport sector,,,,,,,,,,,0.0327058912956741,0.0323064447009979,0.03527638191533306,0.03783129538977784,0.03879490463225291,0.03317130596002077,0.03624333909658058,0.03463896518100228,0.03466322673972646,0.04855207961604018,0.08524210225972934,0.07389394563192841,0.07442352318843125,0.04452510560957747,0.08500847601105002,0.1693871314573133,0.2068803126106726,1.949268570038006,3.472808451312575,5.606804446996642,7.769288046599377,8.572644450708529,11.06046705315332,13.23760549978135,14.39202948942544,16.74467243463735,18.09017635002298,19.43708649932556,20.03133251837087,21.29657537258452,,15_PHL
1.1 Coking coal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
1.2 Other bituminous coal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
1.3 Sub-bituminous coal,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
1.4 Anthracite,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
1.5 Lignite,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.1 Coke oven coke,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.2 Gas coke,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.3 Coke oven gas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.4 Blast furnace gas,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.5 Other recovered gases,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.6 Patent fuel,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
2.7 Coal tar,15. Transport sector,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16_RUS
